"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",
"24","Maryland","24510040100","Baltimore city, MD - 24510040100","2018","1.4%","",
"24","Maryland","24510040200","Baltimore city, MD - 24510040200","2018","2.6%","",
"24","Maryland","24510060100","Baltimore city, MD - 24510060100","2018","3.2%","",
"24","Maryland","24510060200","Baltimore city, MD - 24510060200","2018","2.8%","",
"24","Maryland","24510060300","Baltimore city, MD - 24510060300","2018","2.5%","",
"24","Maryland","24510060400","Baltimore city, MD - 24510060400","2018","1.8%","",
"24","Maryland","24510070100","Baltimore city, MD - 24510070100","2018","5.5%","",
"24","Maryland","24510070200","Baltimore city, MD - 24510070200","2018","5.1%","",
"24","Maryland","24510070300","Baltimore city, MD - 24510070300","2018","6.1%","",
"24","Maryland","24510070400","Baltimore city, MD - 24510070400","2018","3.5%","",
"24","Maryland","24510080101","Baltimore city, MD - 24510080101","2018","3.0%","",
"24","Maryland","24510080102","Baltimore city, MD - 24510080102","2018","5.8%","",
"24","Maryland","24510080200","Baltimore city, MD - 24510080200","2018","5.9%","",
"24","Maryland","24510080301","Baltimore city, MD - 24510080301","2018","6.2%","",
"24","Maryland","24510080302","Baltimore city, MD - 24510080302","2018","4.4%","",
"24","Maryland","24510080400","Baltimore city, MD - 24510080400","2018","6.3%","",
"24","Maryland","24510080500","Baltimore city, MD - 24510080500","2018","6.4%","",
"24","Maryland","24510080600","Baltimore city, MD - 24510080600","2018","6.5%","",
"24","Maryland","24510080700","Baltimore city, MD - 24510080700","2018","7.3%","",
"24","Maryland","24510080800","Baltimore city, MD - 24510080800","2018","5.1%","",
"24","Maryland","24510090100","Baltimore city, MD - 24510090100","2018","3.7%","",
"24","Maryland","24510090200","Baltimore city, MD - 24510090200","2018","2.9%","",
"24","Maryland","24510090300","Baltimore city, MD - 24510090300","2018","3.5%","",
"24","Maryland","24510090400","Baltimore city, MD - 24510090400","2018","5.9%","",
"24","Maryland","24510090500","Baltimore city, MD - 24510090500","2018","4.0%","",
"24","Maryland","24510090600","Baltimore city, MD - 24510090600","2018","5.2%","",
"24","Maryland","24510090700","Baltimore city, MD - 24510090700","2018","6.3%","",
"24","Maryland","24510090800","Baltimore city, MD - 24510090800","2018","6.5%","",
"24","Maryland","24510090900","Baltimore city, MD - 24510090900","2018","5.8%","",
"24","Maryland","24510100100","Baltimore city, MD - 24510100100","2018","5.7%","",
"24","Maryland","24510100200","Baltimore city, MD - 24510100200","2018","6.6%","",
"24","Maryland","24510100300","Baltimore city, MD - 24510100300","2018","No Data","",
"24","Maryland","24510110100","Baltimore city, MD - 24510110100","2018","1.6%","",
"24","Maryland","24510110200","Baltimore city, MD - 24510110200","2018","1.5%","",
"24","Maryland","24510120100","Baltimore city, MD - 24510120100","2018","1.2%","",
"24","Maryland","24510120201","Baltimore city, MD - 24510120201","2018","2.0%","",
"24","Maryland","24510120202","Baltimore city, MD - 24510120202","2018","2.2%","",
"24","Maryland","24510120300","Baltimore city, MD - 24510120300","2018","2.8%","",
"24","Maryland","24510120400","Baltimore city, MD - 24510120400","2018","4.4%","",
"24","Maryland","24510120500","Baltimore city, MD - 24510120500","2018","2.3%","",
"24","Maryland","24510120600","Baltimore city, MD - 24510120600","2018","3.2%","",
"24","Maryland","24510120700","Baltimore city, MD - 24510120700","2018","3.1%","",
"24","Maryland","24510130100","Baltimore city, MD - 24510130100","2018","3.1%","",
"24","Maryland","24510130200","Baltimore city, MD - 24510130200","2018","3.3%","",
"24","Maryland","24510130300","Baltimore city, MD - 24510130300","2018","4.7%","",
"24","Maryland","24510130400","Baltimore city, MD - 24510130400","2018","5.3%","",
"24","Maryland","24510130600","Baltimore city, MD - 24510130600","2018","2.0%","",
"24","Maryland","24510130700","Baltimore city, MD - 24510130700","2018","1.9%","",
"24","Maryland","24510130803","Baltimore city, MD - 24510130803","2018","2.8%","",
"24","Maryland","24510130804","Baltimore city, MD - 24510130804","2018","2.7%","",
"24","Maryland","24510130805","Baltimore city, MD - 24510130805","2018","2.8%","",
"24","Maryland","24510130806","Baltimore city, MD - 24510130806","2018","2.2%","",
"24","Maryland","24510140100","Baltimore city, MD - 24510140100","2018","1.9%","",
"24","Maryland","24510140200","Baltimore city, MD - 24510140200","2018","6.3%","",
"24","Maryland","24510140300","Baltimore city, MD - 24510140300","2018","4.6%","",
"24","Maryland","24510150100","Baltimore city, MD - 24510150100","2018","8.9%","",
"24","Maryland","24510150200","Baltimore city, MD - 24510150200","2018","7.2%","",
"24","Maryland","24510150300","Baltimore city, MD - 24510150300","2018","5.4%","",
"24","Maryland","24510150400","Baltimore city, MD - 24510150400","2018","6.5%","",
"24","Maryland","24510150500","Baltimore city, MD - 24510150500","2018","5.3%","",
"24","Maryland","24510150600","Baltimore city, MD - 24510150600","2018","6.1%","",
"24","Maryland","24510150701","Baltimore city, MD - 24510150701","2018","4.8%","",
"24","Maryland","24510150702","Baltimore city, MD - 24510150702","2018","4.5%","",
"24","Maryland","24510150800","Baltimore city, MD - 24510150800","2018","4.3%","",
"24","Maryland","24510150900","Baltimore city, MD - 24510150900","2018","4.2%","",
"24","Maryland","24510151000","Baltimore city, MD - 24510151000","2018","4.9%","",
"24","Maryland","24510151100","Baltimore city, MD - 24510151100","2018","4.2%","",
"24","Maryland","24510151200","Baltimore city, MD - 24510151200","2018","6.9%","",
"24","Maryland","24510151300","Baltimore city, MD - 24510151300","2018","6.9%","",
"24","Maryland","24510160100","Baltimore city, MD - 24510160100","2018","6.2%","",
"24","Maryland","24510160200","Baltimore city, MD - 24510160200","2018","5.8%","",
"24","Maryland","24510160300","Baltimore city, MD - 24510160300","2018","7.9%","",
"24","Maryland","24510160400","Baltimore city, MD - 24510160400","2018","11.0%","",
"24","Maryland","24510160500","Baltimore city, MD - 24510160500","2018","6.0%","",
"24","Maryland","24510160600","Baltimore city, MD - 24510160600","2018","5.6%","",
"24","Maryland","24510160700","Baltimore city, MD - 24510160700","2018","6.6%","",
"24","Maryland","24510160801","Baltimore city, MD - 24510160801","2018","4.3%","",
"24","Maryland","24510160802","Baltimore city, MD - 24510160802","2018","4.3%","",
"24","Maryland","24510170100","Baltimore city, MD - 24510170100","2018","2.8%","",
"24","Maryland","24510170200","Baltimore city, MD - 24510170200","2018","6.7%","",
"24","Maryland","24510170300","Baltimore city, MD - 24510170300","2018","4.4%","",
"24","Maryland","24510180100","Baltimore city, MD - 24510180100","2018","7.1%","",
"24","Maryland","24510180200","Baltimore city, MD - 24510180200","2018","3.9%","",
"24","Maryland","24510180300","Baltimore city, MD - 24510180300","2018","3.4%","",
"24","Maryland","24510190100","Baltimore city, MD - 24510190100","2018","6.4%","",
"24","Maryland","24510190200","Baltimore city, MD - 24510190200","2018","5.5%","",
"24","Maryland","24510190300","Baltimore city, MD - 24510190300","2018","7.4%","",
"24","Maryland","24510200100","Baltimore city, MD - 24510200100","2018","7.8%","",
"24","Maryland","24510200200","Baltimore city, MD - 24510200200","2018","7.1%","",
"24","Maryland","24510200300","Baltimore city, MD - 24510200300","2018","8.8%","",
"24","Maryland","24510200400","Baltimore city, MD - 24510200400","2018","8.5%","",
"24","Maryland","24510200500","Baltimore city, MD - 24510200500","2018","5.4%","",
"24","Maryland","24510200600","Baltimore city, MD - 24510200600","2018","5.8%","",
"24","Maryland","24510200701","Baltimore city, MD - 24510200701","2018","4.9%","",
"24","Maryland","24510200702","Baltimore city, MD - 24510200702","2018","6.5%","",
"24","Maryland","24510200800","Baltimore city, MD - 24510200800","2018","5.2%","",
"24","Maryland","24510210100","Baltimore city, MD - 24510210100","2018","3.1%","",
"24","Maryland","24510210200","Baltimore city, MD - 24510210200","2018","3.1%","",
"24","Maryland","24510220100","Baltimore city, MD - 24510220100","2018","1.3%","",
"24","Maryland","24510230100","Baltimore city, MD - 24510230100","2018","2.0%","",
"24","Maryland","24510230200","Baltimore city, MD - 24510230200","2018","1.7%","",
"24","Maryland","24510230300","Baltimore city, MD - 24510230300","2018","1.3%","",
"24","Maryland","24510240100","Baltimore city, MD - 24510240100","2018","1.2%","",
"24","Maryland","24510240200","Baltimore city, MD - 24510240200","2018","1.1%","",
"24","Maryland","24510240300","Baltimore city, MD - 24510240300","2018","1.3%","",
"24","Maryland","24510240400","Baltimore city, MD - 24510240400","2018","1.7%","",
"24","Maryland","24510250101","Baltimore city, MD - 24510250101","2018","3.0%","",
"24","Maryland","24510250102","Baltimore city, MD - 24510250102","2018","3.9%","",
"24","Maryland","24510250103","Baltimore city, MD - 24510250103","2018","3.7%","",
"24","Maryland","24510250203","Baltimore city, MD - 24510250203","2018","4.4%","",
"24","Maryland","24510250204","Baltimore city, MD - 24510250204","2018","6.9%","",
"24","Maryland","24510250205","Baltimore city, MD - 24510250205","2018","4.5%","",
"24","Maryland","24510250206","Baltimore city, MD - 24510250206","2018","3.7%","",
"24","Maryland","24510250207","Baltimore city, MD - 24510250207","2018","4.0%","",
"24","Maryland","24510250301","Baltimore city, MD - 24510250301","2018","5.7%","",
"24","Maryland","24510250303","Baltimore city, MD - 24510250303","2018","4.3%","",
"24","Maryland","24510250401","Baltimore city, MD - 24510250401","2018","4.2%","",
"24","Maryland","24510250402","Baltimore city, MD - 24510250402","2018","4.3%","",
"24","Maryland","24510250500","Baltimore city, MD - 24510250500","2018","5.7%","",
"24","Maryland","24510250600","Baltimore city, MD - 24510250600","2018","No Data","",
"24","Maryland","24510260101","Baltimore city, MD - 24510260101","2018","3.0%","",
"24","Maryland","24510260102","Baltimore city, MD - 24510260102","2018","3.9%","",
"24","Maryland","24510260201","Baltimore city, MD - 24510260201","2018","3.7%","",
"24","Maryland","24510260202","Baltimore city, MD - 24510260202","2018","4.4%","",
"24","Maryland","24510260203","Baltimore city, MD - 24510260203","2018","3.2%","",
"24","Maryland","24510260301","Baltimore city, MD - 24510260301","2018","5.1%","",
"24","Maryland","24510260302","Baltimore city, MD - 24510260302","2018","5.8%","",
"24","Maryland","24510260303","Baltimore city, MD - 24510260303","2018","3.6%","",
"24","Maryland","24510260401","Baltimore city, MD - 24510260401","2018","4.4%","",
"24","Maryland","24510260402","Baltimore city, MD - 24510260402","2018","3.8%","",
"24","Maryland","24510260403","Baltimore city, MD - 24510260403","2018","3.4%","",
"24","Maryland","24510260404","Baltimore city, MD - 24510260404","2018","4.4%","",
"24","Maryland","24510260501","Baltimore city, MD - 24510260501","2018","3.3%","",
"24","Maryland","24510260604","Baltimore city, MD - 24510260604","2018","6.7%","",
"24","Maryland","24510260605","Baltimore city, MD - 24510260605","2018","3.2%","",
"24","Maryland","24510260700","Baltimore city, MD - 24510260700","2018","2.4%","",
"24","Maryland","24510260800","Baltimore city, MD - 24510260800","2018","2.9%","",
"24","Maryland","24510260900","Baltimore city, MD - 24510260900","2018","1.3%","",
"24","Maryland","24510261000","Baltimore city, MD - 24510261000","2018","3.6%","",
"24","Maryland","24510261100","Baltimore city, MD - 24510261100","2018","1.6%","",
"24","Maryland","24510270101","Baltimore city, MD - 24510270101","2018","2.9%","",
"24","Maryland","24510270102","Baltimore city, MD - 24510270102","2018","3.7%","",
"24","Maryland","24510270200","Baltimore city, MD - 24510270200","2018","2.8%","",
"24","Maryland","24510270301","Baltimore city, MD - 24510270301","2018","3.0%","",
"24","Maryland","24510270302","Baltimore city, MD - 24510270302","2018","3.1%","",
"24","Maryland","24510270401","Baltimore city, MD - 24510270401","2018","3.2%","",
"24","Maryland","24510270402","Baltimore city, MD - 24510270402","2018","3.5%","",
"24","Maryland","24510270501","Baltimore city, MD - 24510270501","2018","2.9%","",
"24","Maryland","24510270502","Baltimore city, MD - 24510270502","2018","2.9%","",
"24","Maryland","24510270600","Baltimore city, MD - 24510270600","2018","3.2%","",
"24","Maryland","24510270701","Baltimore city, MD - 24510270701","2018","2.8%","",
"24","Maryland","24510270702","Baltimore city, MD - 24510270702","2018","3.3%","",
"24","Maryland","24510270703","Baltimore city, MD - 24510270703","2018","3.0%","",
"24","Maryland","24510270801","Baltimore city, MD - 24510270801","2018","3.5%","",
"24","Maryland","24510270802","Baltimore city, MD - 24510270802","2018","3.7%","",
"24","Maryland","24510270803","Baltimore city, MD - 24510270803","2018","2.7%","",
"24","Maryland","24510270804","Baltimore city, MD - 24510270804","2018","2.3%","",
"24","Maryland","24510270805","Baltimore city, MD - 24510270805","2018","3.6%","",
"24","Maryland","24510270901","Baltimore city, MD - 24510270901","2018","3.5%","",
"24","Maryland","24510270902","Baltimore city, MD - 24510270902","2018","3.6%","",
"24","Maryland","24510270903","Baltimore city, MD - 24510270903","2018","3.6%","",
"24","Maryland","24510271001","Baltimore city, MD - 24510271001","2018","4.3%","",
"24","Maryland","24510271002","Baltimore city, MD - 24510271002","2018","4.6%","",
"24","Maryland","24510271101","Baltimore city, MD - 24510271101","2018","2.1%","",
"24","Maryland","24510271102","Baltimore city, MD - 24510271102","2018","1.5%","",
"24","Maryland","24510271200","Baltimore city, MD - 24510271200","2018","1.6%","",
"24","Maryland","24510271300","Baltimore city, MD - 24510271300","2018","1.4%","",
"24","Maryland","24510271400","Baltimore city, MD - 24510271400","2018","1.4%","",
"24","Maryland","24510271501","Baltimore city, MD - 24510271501","2018","1.8%","",
"24","Maryland","24510271503","Baltimore city, MD - 24510271503","2018","0.8%","",
"24","Maryland","24510271600","Baltimore city, MD - 24510271600","2018","5.4%","",
"24","Maryland","24510271700","Baltimore city, MD - 24510271700","2018","5.0%","",
"24","Maryland","24510271801","Baltimore city, MD - 24510271801","2018","4.9%","",
"24","Maryland","24510271802","Baltimore city, MD - 24510271802","2018","8.1%","",
"24","Maryland","24510271900","Baltimore city, MD - 24510271900","2018","3.0%","",
"24","Maryland","24510272003","Baltimore city, MD - 24510272003","2018","2.5%","",
"24","Maryland","24510272004","Baltimore city, MD - 24510272004","2018","2.0%","",
"24","Maryland","24510272005","Baltimore city, MD - 24510272005","2018","2.1%","",
"24","Maryland","24510272006","Baltimore city, MD - 24510272006","2018","3.4%","",
"24","Maryland","24510272007","Baltimore city, MD - 24510272007","2018","3.5%","",
"24","Maryland","24510280101","Baltimore city, MD - 24510280101","2018","3.9%","",
"24","Maryland","24510280102","Baltimore city, MD - 24510280102","2018","4.1%","",
"24","Maryland","24510280200","Baltimore city, MD - 24510280200","2018","3.9%","",
"24","Maryland","24510280301","Baltimore city, MD - 24510280301","2018","3.5%","",
"24","Maryland","24510280302","Baltimore city, MD - 24510280302","2018","3.6%","",
"24","Maryland","24510280401","Baltimore city, MD - 24510280401","2018","3.1%","",
"24","Maryland","24510280402","Baltimore city, MD - 24510280402","2018","4.4%","",
"24","Maryland","24510280403","Baltimore city, MD - 24510280403","2018","2.6%","",
"24","Maryland","24510280404","Baltimore city, MD - 24510280404","2018","3.2%","",
"24","Maryland","24510280500","Baltimore city, MD - 24510280500","2018","6.6%","",
"24","Maryland","24009860101","Calvert County, MD - 24009860101","2018","2.1%","",
"24","Maryland","24009860102","Calvert County, MD - 24009860102","2018","2.2%","",
"24","Maryland","24009860200","Calvert County, MD - 24009860200","2018","1.9%","",
"24","Maryland","24009860300","Calvert County, MD - 24009860300","2018","1.9%","",
"24","Maryland","24009860401","Calvert County, MD - 24009860401","2018","1.9%","",
"24","Maryland","24009860402","Calvert County, MD - 24009860402","2018","2.3%","",
"24","Maryland","24009860501","Calvert County, MD - 24009860501","2018","2.0%","",
"24","Maryland","24009860502","Calvert County, MD - 24009860502","2018","2.4%","",
"24","Maryland","24009860600","Calvert County, MD - 24009860600","2018","2.1%","",
"24","Maryland","24009860701","Calvert County, MD - 24009860701","2018","2.1%","",
"24","Maryland","24009860702","Calvert County, MD - 24009860702","2018","2.4%","",
"24","Maryland","24009860703","Calvert County, MD - 24009860703","2018","2.4%","",
"24","Maryland","24009860801","Calvert County, MD - 24009860801","2018","2.3%","",
"24","Maryland","24009860802","Calvert County, MD - 24009860802","2018","2.8%","",
"24","Maryland","24009860900","Calvert County, MD - 24009860900","2018","2.3%","",
"24","Maryland","24009861001","Calvert County, MD - 24009861001","2018","2.2%","",
"24","Maryland","24009861003","Calvert County, MD - 24009861003","2018","2.7%","",
"24","Maryland","24009861004","Calvert County, MD - 24009861004","2018","2.5%","",
"24","Maryland","24009990100","Calvert County, MD - 24009990100","2018","No Data","",
"24","Maryland","24011955000","Caroline County, MD - 24011955000","2018","5.7%","",
"24","Maryland","24011955100","Caroline County, MD - 24011955100","2018","4.5%","",
"24","Maryland","24011955201","Caroline County, MD - 24011955201","2018","3.9%","",
"24","Maryland","24011955202","Caroline County, MD - 24011955202","2018","4.4%","",
"24","Maryland","24011955301","Caroline County, MD - 24011955301","2018","3.4%","",
"24","Maryland","24011955302","Caroline County, MD - 24011955302","2018","4.8%","",
"24","Maryland","24011955400","Caroline County, MD - 24011955400","2018","3.6%","",
"24","Maryland","24011955500","Caroline County, MD - 24011955500","2018","4.8%","",
"24","Maryland","24011955600","Caroline County, MD - 24011955600","2018","5.8%","",
"24","Maryland","24013501001","Carroll County, MD - 24013501001","2018","2.7%","",
"24","Maryland","24013501002","Carroll County, MD - 24013501002","2018","3.2%","",
"24","Maryland","24013502000","Carroll County, MD - 24013502000","2018","2.6%","",
"24","Maryland","24013503000","Carroll County, MD - 24013503000","2018","2.6%","",
"24","Maryland","24013504100","Carroll County, MD - 24013504100","2018","2.1%","",
"24","Maryland","24013504201","Carroll County, MD - 24013504201","2018","2.1%","",
"24","Maryland","24013504202","Carroll County, MD - 24013504202","2018","1.9%","",
"24","Maryland","24013505101","Carroll County, MD - 24013505101","2018","1.8%","",
"24","Maryland","24013505102","Carroll County, MD - 24013505102","2018","1.9%","",
"24","Maryland","24013505203","Carroll County, MD - 24013505203","2018","1.8%","",
"24","Maryland","24013505205","Carroll County, MD - 24013505205","2018","1.7%","",
"24","Maryland","24013505206","Carroll County, MD - 24013505206","2018","2.1%","",
"24","Maryland","24013505207","Carroll County, MD - 24013505207","2018","1.7%","",
"24","Maryland","24013505208","Carroll County, MD - 24013505208","2018","1.7%","",
"24","Maryland","24013506101","Carroll County, MD - 24013506101","2018","2.2%","",
"24","Maryland","24013506102","Carroll County, MD - 24013506102","2018","2.2%","",
"24","Maryland","24013506200","Carroll County, MD - 24013506200","2018","2.8%","",
"24","Maryland","24013507500","Carroll County, MD - 24013507500","2018","2.1%","",
"24","Maryland","24013507601","Carroll County, MD - 24013507601","2018","2.5%","",
"24","Maryland","24013507602","Carroll County, MD - 24013507602","2018","2.7%","",
"24","Maryland","24013507702","Carroll County, MD - 24013507702","2018","2.3%","",
"24","Maryland","24013507703","Carroll County, MD - 24013507703","2018","1.6%","",
"24","Maryland","24013507704","Carroll County, MD - 24013507704","2018","2.0%","",
"24","Maryland","24013507801","Carroll County, MD - 24013507801","2018","2.5%","",
"24","Maryland","24013507802","Carroll County, MD - 24013507802","2018","2.3%","",
"24","Maryland","24013508101","Carroll County, MD - 24013508101","2018","2.2%","",
"24","Maryland","24013508102","Carroll County, MD - 24013508102","2018","2.1%","",
"24","Maryland","24013508200","Carroll County, MD - 24013508200","2018","2.3%","",
"24","Maryland","24013509001","Carroll County, MD - 24013509001","2018","2.2%","",
"24","Maryland","24013509002","Carroll County, MD - 24013509002","2018","1.9%","",
"24","Maryland","24013510000","Carroll County, MD - 24013510000","2018","3.4%","",
"24","Maryland","24013511000","Carroll County, MD - 24013511000","2018","2.6%","",
"24","Maryland","24013512000","Carroll County, MD - 24013512000","2018","3.8%","",
"24","Maryland","24013513001","Carroll County, MD - 24013513001","2018","1.8%","",
"24","Maryland","24013513002","Carroll County, MD - 24013513002","2018","1.8%","",
"24","Maryland","24013514100","Carroll County, MD - 24013514100","2018","1.9%","",
"24","Maryland","24013514201","Carroll County, MD - 24013514201","2018","2.2%","",
"24","Maryland","24013514202","Carroll County, MD - 24013514202","2018","2.0%","",
"24","Maryland","24015030100","Cecil County, MD - 24015030100","2018","5.5%","",
"24","Maryland","24015030200","Cecil County, MD - 24015030200","2018","3.7%","",
"24","Maryland","24015030400","Cecil County, MD - 24015030400","2018","4.2%","",
"24","Maryland","24015030501","Cecil County, MD - 24015030501","2018","3.4%","",
"24","Maryland","24015030503","Cecil County, MD - 24015030503","2018","3.9%","",
"24","Maryland","24015030505","Cecil County, MD - 24015030505","2018","2.7%","",
"24","Maryland","24015030506","Cecil County, MD - 24015030506","2018","2.6%","",
"24","Maryland","24015030601","Cecil County, MD - 24015030601","2018","3.0%","",
"24","Maryland","24015030602","Cecil County, MD - 24015030602","2018","2.6%","",
"24","Maryland","24015030700","Cecil County, MD - 24015030700","2018","3.0%","",
"24","Maryland","24015030903","Cecil County, MD - 24015030903","2018","3.5%","",
"24","Maryland","24015030904","Cecil County, MD - 24015030904","2018","3.3%","",
"24","Maryland","24015030905","Cecil County, MD - 24015030905","2018","3.5%","",
"24","Maryland","24015030906","Cecil County, MD - 24015030906","2018","3.6%","",
"24","Maryland","24015031201","Cecil County, MD - 24015031201","2018","3.8%","",
"24","Maryland","24015031202","Cecil County, MD - 24015031202","2018","2.8%","",
"24","Maryland","24015031301","Cecil County, MD - 24015031301","2018","3.4%","",
"24","Maryland","24015031302","Cecil County, MD - 24015031302","2018","3.5%","",
"24","Maryland","24015031400","Cecil County, MD - 24015031400","2018","3.7%","",
"24","Maryland","24017850101","Charles County, MD - 24017850101","2018","2.4%","",
"24","Maryland","24017850102","Charles County, MD - 24017850102","2018","3.7%","",
"24","Maryland","24017850201","Charles County, MD - 24017850201","2018","3.1%","",
"24","Maryland","24017850202","Charles County, MD - 24017850202","2018","3.4%","",
"24","Maryland","24017850300","Charles County, MD - 24017850300","2018","3.5%","",
"24","Maryland","24017850400","Charles County, MD - 24017850400","2018","3.6%","",
"24","Maryland","24017850500","Charles County, MD - 24017850500","2018","2.3%","",
"24","Maryland","24017850600","Charles County, MD - 24017850600","2018","2.8%","",
"24","Maryland","24017850706","Charles County, MD - 24017850706","2018","1.9%","",
"24","Maryland","24017850708","Charles County, MD - 24017850708","2018","2.0%","",
"24","Maryland","24017850709","Charles County, MD - 24017850709","2018","2.2%","",
"24","Maryland","24017850710","Charles County, MD - 24017850710","2018","1.9%","",
"24","Maryland","24017850711","Charles County, MD - 24017850711","2018","2.3%","",
"24","Maryland","24017850712","Charles County, MD - 24017850712","2018","2.2%","",
"24","Maryland","24017850713","Charles County, MD - 24017850713","2018","2.0%","",
"24","Maryland","24017850801","Charles County, MD - 24017850801","2018","2.2%","",
"24","Maryland","24017850802","Charles County, MD - 24017850802","2018","2.5%","",
"24","Maryland","24017850901","Charles County, MD - 24017850901","2018","3.5%","",
"24","Maryland","24017850902","Charles County, MD - 24017850902","2018","2.4%","",
"24","Maryland","24017850904","Charles County, MD - 24017850904","2018","1.9%","",
"24","Maryland","24017850905","Charles County, MD - 24017850905","2018","2.3%","",
"24","Maryland","24017850906","Charles County, MD - 24017850906","2018","2.3%","",
"24","Maryland","24017851001","Charles County, MD - 24017851001","2018","2.2%","",
"24","Maryland","24017851002","Charles County, MD - 24017851002","2018","2.5%","",
"24","Maryland","24017851100","Charles County, MD - 24017851100","2018","2.9%","",
"24","Maryland","24017851200","Charles County, MD - 24017851200","2018","3.3%","",
"24","Maryland","24017851301","Charles County, MD - 24017851301","2018","2.3%","",
"24","Maryland","24017851302","Charles County, MD - 24017851302","2018","2.5%","",
"24","Maryland","24017851400","Charles County, MD - 24017851400","2018","2.2%","",
"24","Maryland","24017851500","Charles County, MD - 24017851500","2018","2.0%","",
"24","Maryland","24017990000","Charles County, MD - 24017990000","2018","No Data","",
"24","Maryland","24019970100","Dorchester County, MD - 24019970100","2018","4.0%","",
"24","Maryland","24019970200","Dorchester County, MD - 24019970200","2018","4.7%","",
"24","Maryland","24019970300","Dorchester County, MD - 24019970300","2018","5.0%","",
"24","Maryland","24019970400","Dorchester County, MD - 24019970400","2018","3.7%","",
"24","Maryland","24019970500","Dorchester County, MD - 24019970500","2018","5.7%","",
"24","Maryland","24019970600","Dorchester County, MD - 24019970600","2018","5.4%","",
"24","Maryland","24019970702","Dorchester County, MD - 24019970702","2018","3.6%","",
"24","Maryland","24019970804","Dorchester County, MD - 24019970804","2018","5.6%","",
"24","Maryland","24019970900","Dorchester County, MD - 24019970900","2018","6.3%","",
"24","Maryland","24019990000","Dorchester County, MD - 24019990000","2018","No Data","",
"24","Maryland","24021740200","Frederick County, MD - 24021740200","2018","2.2%","",
"24","Maryland","24021750100","Frederick County, MD - 24021750100","2018","2.5%","",
"24","Maryland","24021750200","Frederick County, MD - 24021750200","2018","2.1%","",
"24","Maryland","24021750300","Frederick County, MD - 24021750300","2018","2.7%","",
"24","Maryland","24021750503","Frederick County, MD - 24021750503","2018","2.2%","",
"24","Maryland","24021750504","Frederick County, MD - 24021750504","2018","1.9%","",
"24","Maryland","24021750505","Frederick County, MD - 24021750505","2018","2.8%","",
"24","Maryland","24021750506","Frederick County, MD - 24021750506","2018","2.1%","",
"24","Maryland","24021750600","Frederick County, MD - 24021750600","2018","2.0%","",
"24","Maryland","24021750701","Frederick County, MD - 24021750701","2018","1.9%","",
"24","Maryland","24021750702","Frederick County, MD - 24021750702","2018","2.4%","",
"24","Maryland","24021750801","Frederick County, MD - 24021750801","2018","2.0%","",
"24","Maryland","24021750802","Frederick County, MD - 24021750802","2018","1.5%","",
"24","Maryland","24021750803","Frederick County, MD - 24021750803","2018","1.7%","",
"24","Maryland","24021751001","Frederick County, MD - 24021751001","2018","1.6%","",
"24","Maryland","24021751002","Frederick County, MD - 24021751002","2018","1.9%","",
"24","Maryland","24021751003","Frederick County, MD - 24021751003","2018","2.1%","",
"24","Maryland","24021751004","Frederick County, MD - 24021751004","2018","1.8%","",
"24","Maryland","24021751201","Frederick County, MD - 24021751201","2018","1.7%","",
"24","Maryland","24021751202","Frederick County, MD - 24021751202","2018","1.6%","",
"24","Maryland","24021751203","Frederick County, MD - 24021751203","2018","2.4%","",
"24","Maryland","24021751301","Frederick County, MD - 24021751301","2018","1.9%","",
"24","Maryland","24021751302","Frederick County, MD - 24021751302","2018","2.7%","",
"24","Maryland","24021751600","Frederick County, MD - 24021751600","2018","2.4%","",
"24","Maryland","24021751701","Frederick County, MD - 24021751701","2018","2.4%","",
"24","Maryland","24021751702","Frederick County, MD - 24021751702","2018","2.2%","",
"24","Maryland","24021751801","Frederick County, MD - 24021751801","2018","1.7%","",
"24","Maryland","24021751802","Frederick County, MD - 24021751802","2018","2.4%","",
"24","Maryland","24021751901","Frederick County, MD - 24021751901","2018","1.7%","",
"24","Maryland","24021751902","Frederick County, MD - 24021751902","2018","1.6%","",
"24","Maryland","24021751903","Frederick County, MD - 24021751903","2018","1.7%","",
"24","Maryland","24021751904","Frederick County, MD - 24021751904","2018","1.7%","",
"24","Maryland","24021752001","Frederick County, MD - 24021752001","2018","1.8%","",
"24","Maryland","24021752101","Frederick County, MD - 24021752101","2018","1.6%","",
"24","Maryland","24021752102","Frederick County, MD - 24021752102","2018","2.0%","",
"24","Maryland","24021752201","Frederick County, MD - 24021752201","2018","2.1%","",
"24","Maryland","24021752202","Frederick County, MD - 24021752202","2018","1.4%","",
"24","Maryland","24021752204","Frederick County, MD - 24021752204","2018","1.5%","",
"24","Maryland","24021752301","Frederick County, MD - 24021752301","2018","1.8%","",
"24","Maryland","24021752302","Frederick County, MD - 24021752302","2018","1.9%","",
"24","Maryland","24021752303","Frederick County, MD - 24021752303","2018","1.8%","",
"24","Maryland","24021752501","Frederick County, MD - 24021752501","2018","2.1%","",
"24","Maryland","24021752502","Frederick County, MD - 24021752502","2018","2.1%","",
"24","Maryland","24021752601","Frederick County, MD - 24021752601","2018","2.2%","",
"24","Maryland","24021752602","Frederick County, MD - 24021752602","2018","2.2%","",
"24","Maryland","24021752603","Frederick County, MD - 24021752603","2018","2.1%","",
"24","Maryland","24021752801","Frederick County, MD - 24021752801","2018","2.5%","",
