"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"24","Maryland","24005411102","Baltimore County, MD - 24005411102","2020","7.3%","","(5.7% - 9.1%)","5.7%","9.1%",
"24","Maryland","24005411201","Baltimore County, MD - 24005411201","2020","6.8%","","(5.6% - 8.4%)","5.6%","8.4%",
"24","Maryland","24005411202","Baltimore County, MD - 24005411202","2020","6.6%","","(5.2% - 8.4%)","5.2%","8.4%",
"24","Maryland","24005411302","Baltimore County, MD - 24005411302","2020","9.1%","","(7.5% - 11.0%)","7.5%","11.0%",
"24","Maryland","24005411303","Baltimore County, MD - 24005411303","2020","9.5%","","(7.8% - 11.5%)","7.8%","11.5%",
"24","Maryland","24005411306","Baltimore County, MD - 24005411306","2020","8.6%","","(7.0% - 10.5%)","7.0%","10.5%",
"24","Maryland","24005411307","Baltimore County, MD - 24005411307","2020","9.1%","","(7.8% - 10.5%)","7.8%","10.5%",
"24","Maryland","24005411308","Baltimore County, MD - 24005411308","2020","7.3%","","(6.3% - 8.5%)","6.3%","8.5%",
"24","Maryland","24005411309","Baltimore County, MD - 24005411309","2020","8.5%","","(7.0% - 10.2%)","7.0%","10.2%",
"24","Maryland","24005411404","Baltimore County, MD - 24005411404","2020","8.1%","","(6.3% - 10.1%)","6.3%","10.1%",
"24","Maryland","24005411406","Baltimore County, MD - 24005411406","2020","8.5%","","(7.0% - 10.1%)","7.0%","10.1%",
"24","Maryland","24005411407","Baltimore County, MD - 24005411407","2020","10.2%","","(9.1% - 11.5%)","9.1%","11.5%",
"24","Maryland","24005411408","Baltimore County, MD - 24005411408","2020","11.5%","","(9.5% - 13.9%)","9.5%","13.9%",
"24","Maryland","24005411409","Baltimore County, MD - 24005411409","2020","8.0%","","(6.4% - 9.7%)","6.4%","9.7%",
"24","Maryland","24005411410","Baltimore County, MD - 24005411410","2020","8.7%","","(7.3% - 10.3%)","7.3%","10.3%",
"24","Maryland","24005420100","Baltimore County, MD - 24005420100","2020","11.2%","","(9.1% - 13.6%)","9.1%","13.6%",
"24","Maryland","24005420200","Baltimore County, MD - 24005420200","2020","11.0%","","(9.2% - 13.1%)","9.2%","13.1%",
"24","Maryland","24005420301","Baltimore County, MD - 24005420301","2020","14.8%","","(12.6% - 17.1%)","12.6%","17.1%",
"24","Maryland","24005420302","Baltimore County, MD - 24005420302","2020","12.2%","","(10.0% - 14.5%)","10.0%","14.5%",
"24","Maryland","24005420303","Baltimore County, MD - 24005420303","2020","11.0%","","(8.8% - 13.5%)","8.8%","13.5%",
"24","Maryland","24005420401","Baltimore County, MD - 24005420401","2020","13.5%","","(11.3% - 15.7%)","11.3%","15.7%",
"24","Maryland","24005420402","Baltimore County, MD - 24005420402","2020","11.7%","","(9.4% - 14.2%)","9.4%","14.2%",
"24","Maryland","24005420500","Baltimore County, MD - 24005420500","2020","14.7%","","(12.8% - 16.8%)","12.8%","16.8%",
"24","Maryland","24005420600","Baltimore County, MD - 24005420600","2020","14.2%","","(12.7% - 15.8%)","12.7%","15.8%",
"24","Maryland","24005420701","Baltimore County, MD - 24005420701","2020","14.5%","","(12.1% - 16.9%)","12.1%","16.9%",
"24","Maryland","24005420702","Baltimore County, MD - 24005420702","2020","12.9%","","(10.6% - 15.4%)","10.6%","15.4%",
"24","Maryland","24005420800","Baltimore County, MD - 24005420800","2020","13.2%","","(11.2% - 15.4%)","11.2%","15.4%",
"24","Maryland","24005420900","Baltimore County, MD - 24005420900","2020","12.6%","","(10.8% - 14.6%)","10.8%","14.6%",
"24","Maryland","24005421000","Baltimore County, MD - 24005421000","2020","15.1%","","(13.2% - 17.3%)","13.2%","17.3%",
"24","Maryland","24005421101","Baltimore County, MD - 24005421101","2020","13.0%","","(11.4% - 14.9%)","11.4%","14.9%",
"24","Maryland","24005421102","Baltimore County, MD - 24005421102","2020","11.9%","","(9.8% - 14.4%)","9.8%","14.4%",
"24","Maryland","24005421200","Baltimore County, MD - 24005421200","2020","12.0%","","(10.2% - 14.1%)","10.2%","14.1%",
"24","Maryland","24005421300","Baltimore County, MD - 24005421300","2020","16.0%","","(13.7% - 18.4%)","13.7%","18.4%",
"24","Maryland","24005430101","Baltimore County, MD - 24005430101","2020","18.6%","","(16.1% - 20.9%)","16.1%","20.9%",
"24","Maryland","24005430104","Baltimore County, MD - 24005430104","2020","13.2%","","(11.3% - 15.2%)","11.3%","15.2%",
"24","Maryland","24005430200","Baltimore County, MD - 24005430200","2020","12.6%","","(10.6% - 14.7%)","10.6%","14.7%",
"24","Maryland","24005430300","Baltimore County, MD - 24005430300","2020","16.8%","","(14.5% - 19.4%)","14.5%","19.4%",
"24","Maryland","24005430400","Baltimore County, MD - 24005430400","2020","10.4%","","(8.8% - 12.3%)","8.8%","12.3%",
"24","Maryland","24005430600","Baltimore County, MD - 24005430600","2020","7.7%","","(6.1% - 9.4%)","6.1%","9.4%",
"24","Maryland","24005430700","Baltimore County, MD - 24005430700","2020","10.0%","","(8.1% - 12.4%)","8.1%","12.4%",
"24","Maryland","24005430800","Baltimore County, MD - 24005430800","2020","9.6%","","(7.8% - 11.7%)","7.8%","11.7%",
"24","Maryland","24005430900","Baltimore County, MD - 24005430900","2020","14.6%","","(13.0% - 16.3%)","13.0%","16.3%",
"24","Maryland","24005440100","Baltimore County, MD - 24005440100","2020","9.4%","","(7.5% - 11.7%)","7.5%","11.7%",
"24","Maryland","24005440200","Baltimore County, MD - 24005440200","2020","10.5%","","(9.2% - 11.7%)","9.2%","11.7%",
"24","Maryland","24005440300","Baltimore County, MD - 24005440300","2020","11.5%","","(9.5% - 13.8%)","9.5%","13.8%",
"24","Maryland","24005440400","Baltimore County, MD - 24005440400","2020","10.6%","","(9.0% - 12.4%)","9.0%","12.4%",
"24","Maryland","24005440500","Baltimore County, MD - 24005440500","2020","9.4%","","(8.1% - 10.8%)","8.1%","10.8%",
"24","Maryland","24005440600","Baltimore County, MD - 24005440600","2020","8.3%","","(7.0% - 9.8%)","7.0%","9.8%",
"24","Maryland","24005440701","Baltimore County, MD - 24005440701","2020","13.6%","","(11.4% - 15.8%)","11.4%","15.8%",
"24","Maryland","24005440702","Baltimore County, MD - 24005440702","2020","10.2%","","(8.4% - 12.1%)","8.4%","12.1%",
"24","Maryland","24005440800","Baltimore County, MD - 24005440800","2020","10.8%","","(9.6% - 12.1%)","9.6%","12.1%",
"24","Maryland","24005440900","Baltimore County, MD - 24005440900","2020","11.4%","","(9.8% - 13.2%)","9.8%","13.2%",
"24","Maryland","24005441000","Baltimore County, MD - 24005441000","2020","11.8%","","(10.0% - 14.0%)","10.0%","14.0%",
"24","Maryland","24005441101","Baltimore County, MD - 24005441101","2020","11.3%","","(9.6% - 13.2%)","9.6%","13.2%",
"24","Maryland","24005441102","Baltimore County, MD - 24005441102","2020","11.4%","","(9.8% - 13.1%)","9.8%","13.1%",
"24","Maryland","24005450100","Baltimore County, MD - 24005450100","2020","11.7%","","(9.8% - 13.7%)","9.8%","13.7%",
"24","Maryland","24005450200","Baltimore County, MD - 24005450200","2020","11.4%","","(9.2% - 13.8%)","9.2%","13.8%",
"24","Maryland","24005450300","Baltimore County, MD - 24005450300","2020","11.8%","","(9.9% - 13.8%)","9.9%","13.8%",
"24","Maryland","24005450400","Baltimore County, MD - 24005450400","2020","12.5%","","(10.3% - 14.6%)","10.3%","14.6%",
"24","Maryland","24005450501","Baltimore County, MD - 24005450501","2020","13.4%","","(11.6% - 15.5%)","11.6%","15.5%",
"24","Maryland","24005450503","Baltimore County, MD - 24005450503","2020","15.6%","","(13.5% - 18.0%)","13.5%","18.0%",
"24","Maryland","24005450504","Baltimore County, MD - 24005450504","2020","14.6%","","(12.3% - 17.3%)","12.3%","17.3%",
"24","Maryland","24005450800","Baltimore County, MD - 24005450800","2020","15.6%","","(13.8% - 17.7%)","13.8%","17.7%",
"24","Maryland","24005450900","Baltimore County, MD - 24005450900","2020","9.5%","","(7.7% - 11.6%)","7.7%","11.6%",
"24","Maryland","24005451000","Baltimore County, MD - 24005451000","2020","9.0%","","(6.8% - 11.3%)","6.8%","11.3%",
"24","Maryland","24005451100","Baltimore County, MD - 24005451100","2020","12.0%","","(10.4% - 14.0%)","10.4%","14.0%",
"24","Maryland","24005451200","Baltimore County, MD - 24005451200","2020","12.0%","","(10.6% - 13.8%)","10.6%","13.8%",
"24","Maryland","24005451300","Baltimore County, MD - 24005451300","2020","14.5%","","(12.4% - 17.0%)","12.4%","17.0%",
"24","Maryland","24005451401","Baltimore County, MD - 24005451401","2020","13.4%","","(11.5% - 15.6%)","11.5%","15.6%",
"24","Maryland","24005451402","Baltimore County, MD - 24005451402","2020","14.1%","","(12.3% - 16.0%)","12.3%","16.0%",
"24","Maryland","24005451500","Baltimore County, MD - 24005451500","2020","13.8%","","(11.9% - 16.2%)","11.9%","16.2%",
"24","Maryland","24005451600","Baltimore County, MD - 24005451600","2020","10.4%","","(8.2% - 12.8%)","8.2%","12.8%",
"24","Maryland","24005451701","Baltimore County, MD - 24005451701","2020","8.7%","","(7.3% - 10.5%)","7.3%","10.5%",
"24","Maryland","24005451702","Baltimore County, MD - 24005451702","2020","9.0%","","(7.3% - 10.8%)","7.3%","10.8%",
"24","Maryland","24005451801","Baltimore County, MD - 24005451801","2020","11.0%","","(9.5% - 12.7%)","9.5%","12.7%",
"24","Maryland","24005451802","Baltimore County, MD - 24005451802","2020","9.8%","","(7.7% - 12.2%)","7.7%","12.2%",
"24","Maryland","24005451803","Baltimore County, MD - 24005451803","2020","10.2%","","(8.7% - 12.0%)","8.7%","12.0%",
"24","Maryland","24005451900","Baltimore County, MD - 24005451900","2020","9.5%","","(7.6% - 11.5%)","7.6%","11.5%",
"24","Maryland","24005452000","Baltimore County, MD - 24005452000","2020","11.8%","","(9.8% - 14.0%)","9.8%","14.0%",
"24","Maryland","24005452100","Baltimore County, MD - 24005452100","2020","9.7%","","(7.8% - 11.7%)","7.8%","11.7%",
"24","Maryland","24005452300","Baltimore County, MD - 24005452300","2020","19.5%","","(17.0% - 21.8%)","17.0%","21.8%",
"24","Maryland","24005452400","Baltimore County, MD - 24005452400","2020","11.1%","","(9.6% - 12.6%)","9.6%","12.6%",
"24","Maryland","24005452500","Baltimore County, MD - 24005452500","2020","13.4%","","(10.9% - 15.9%)","10.9%","15.9%",
"24","Maryland","24005490100","Baltimore County, MD - 24005490100","2020","5.1%","","(4.1% - 6.7%)","4.1%","6.7%",
"24","Maryland","24005490200","Baltimore County, MD - 24005490200","2020","7.2%","","(5.6% - 9.1%)","5.6%","9.1%",
"24","Maryland","24005490301","Baltimore County, MD - 24005490301","2020","12.2%","","(9.5% - 15.9%)","9.5%","15.9%",
"24","Maryland","24005490302","Baltimore County, MD - 24005490302","2020","8.3%","","(6.5% - 10.9%)","6.5%","10.9%",
"24","Maryland","24005490400","Baltimore County, MD - 24005490400","2020","4.7%","","(3.9% - 6.1%)","3.9%","6.1%",
"24","Maryland","24005490500","Baltimore County, MD - 24005490500","2020","5.1%","","(4.2% - 6.2%)","4.2%","6.2%",
"24","Maryland","24005490601","Baltimore County, MD - 24005490601","2020","5.8%","","(4.5% - 7.9%)","4.5%","7.9%",
"24","Maryland","24005490602","Baltimore County, MD - 24005490602","2020","6.0%","","(5.0% - 7.6%)","5.0%","7.6%",
"24","Maryland","24005490603","Baltimore County, MD - 24005490603","2020","6.1%","","(4.9% - 7.8%)","4.9%","7.8%",
"24","Maryland","24005490605","Baltimore County, MD - 24005490605","2020","15.7%","","(13.2% - 19.0%)","13.2%","19.0%",
"24","Maryland","24005490701","Baltimore County, MD - 24005490701","2020","6.3%","","(4.5% - 8.6%)","4.5%","8.6%",
"24","Maryland","24005490703","Baltimore County, MD - 24005490703","2020","5.8%","","(4.8% - 7.1%)","4.8%","7.1%",
"24","Maryland","24005490800","Baltimore County, MD - 24005490800","2020","6.8%","","(5.7% - 8.5%)","5.7%","8.5%",
"24","Maryland","24005490900","Baltimore County, MD - 24005490900","2020","9.0%","","(7.4% - 11.3%)","7.4%","11.3%",
"24","Maryland","24005491000","Baltimore County, MD - 24005491000","2020","5.1%","","(4.2% - 6.5%)","4.2%","6.5%",
"24","Maryland","24005491100","Baltimore County, MD - 24005491100","2020","7.7%","","(6.8% - 8.8%)","6.8%","8.8%",
"24","Maryland","24005491201","Baltimore County, MD - 24005491201","2020","8.1%","","(6.4% - 10.3%)","6.4%","10.3%",
"24","Maryland","24005491202","Baltimore County, MD - 24005491202","2020","8.7%","","(7.1% - 10.3%)","7.1%","10.3%",
"24","Maryland","24005491300","Baltimore County, MD - 24005491300","2020","8.8%","","(7.4% - 10.5%)","7.4%","10.5%",
"24","Maryland","24005491401","Baltimore County, MD - 24005491401","2020","13.5%","","(11.0% - 16.5%)","11.0%","16.5%",
"24","Maryland","24005491402","Baltimore County, MD - 24005491402","2020","12.1%","","(10.4% - 13.9%)","10.4%","13.9%",
"24","Maryland","24005491500","Baltimore County, MD - 24005491500","2020","10.2%","","(8.7% - 12.0%)","8.7%","12.0%",
"24","Maryland","24005491600","Baltimore County, MD - 24005491600","2020","12.9%","","(10.7% - 15.1%)","10.7%","15.1%",
"24","Maryland","24005491701","Baltimore County, MD - 24005491701","2020","8.5%","","(7.2% - 10.1%)","7.2%","10.1%",
"24","Maryland","24005491900","Baltimore County, MD - 24005491900","2020","10.8%","","(8.9% - 13.0%)","8.9%","13.0%",
"24","Maryland","24005492001","Baltimore County, MD - 24005492001","2020","11.1%","","(9.4% - 12.9%)","9.4%","12.9%",
"24","Maryland","24005492002","Baltimore County, MD - 24005492002","2020","9.4%","","(7.8% - 11.3%)","7.8%","11.3%",
"24","Maryland","24005492101","Baltimore County, MD - 24005492101","2020","10.1%","","(8.4% - 12.1%)","8.4%","12.1%",
"24","Maryland","24005492102","Baltimore County, MD - 24005492102","2020","10.3%","","(8.5% - 12.3%)","8.5%","12.3%",
"24","Maryland","24005492200","Baltimore County, MD - 24005492200","2020","9.5%","","(7.9% - 11.5%)","7.9%","11.5%",
"24","Maryland","24005492300","Baltimore County, MD - 24005492300","2020","14.4%","","(12.3% - 16.7%)","12.3%","16.7%",
"24","Maryland","24005492401","Baltimore County, MD - 24005492401","2020","10.0%","","(8.7% - 11.4%)","8.7%","11.4%",
"24","Maryland","24005492402","Baltimore County, MD - 24005492402","2020","8.9%","","(7.5% - 10.8%)","7.5%","10.8%",
"24","Maryland","24005492500","Baltimore County, MD - 24005492500","2020","15.2%","","(13.2% - 18.5%)","13.2%","18.5%",
"24","Maryland","24005492600","Baltimore County, MD - 24005492600","2020","9.4%","","(8.0% - 11.1%)","8.0%","11.1%",
"24","Maryland","24005980000","Baltimore County, MD - 24005980000","2020","Low Population","","","","",
"24","Maryland","24005980100","Baltimore County, MD - 24005980100","2020","Low Population","","","","",
"24","Maryland","24005980200","Baltimore County, MD - 24005980200","2020","Low Population","","","","",
"24","Maryland","24510010100","Baltimore city, MD - 24510010100","2020","6.8%","","(5.0% - 9.7%)","5.0%","9.7%",
"24","Maryland","24510010200","Baltimore city, MD - 24510010200","2020","8.0%","","(6.3% - 10.4%)","6.3%","10.4%",
"24","Maryland","24510010300","Baltimore city, MD - 24510010300","2020","7.0%","","(5.3% - 10.2%)","5.3%","10.2%",
"24","Maryland","24510010400","Baltimore city, MD - 24510010400","2020","6.6%","","(5.3% - 8.9%)","5.3%","8.9%",
"24","Maryland","24510010500","Baltimore city, MD - 24510010500","2020","7.8%","","(6.0% - 10.6%)","6.0%","10.6%",
"24","Maryland","24510020100","Baltimore city, MD - 24510020100","2020","8.7%","","(6.5% - 12.0%)","6.5%","12.0%",
"24","Maryland","24510020200","Baltimore city, MD - 24510020200","2020","10.5%","","(8.3% - 13.5%)","8.3%","13.5%",
"24","Maryland","24510020300","Baltimore city, MD - 24510020300","2020","6.5%","","(5.2% - 8.9%)","5.2%","8.9%",
"24","Maryland","24510030100","Baltimore city, MD - 24510030100","2020","20.6%","","(17.0% - 24.4%)","17.0%","24.4%",
"24","Maryland","24510030200","Baltimore city, MD - 24510030200","2020","10.2%","","(8.2% - 12.6%)","8.2%","12.6%",
"24","Maryland","24510040100","Baltimore city, MD - 24510040100","2020","7.2%","","(6.3% - 8.6%)","6.3%","8.6%",
"24","Maryland","24510040200","Baltimore city, MD - 24510040200","2020","10.1%","","(8.2% - 12.6%)","8.2%","12.6%",
"24","Maryland","24510060100","Baltimore city, MD - 24510060100","2020","17.8%","","(14.7% - 21.3%)","14.7%","21.3%",
"24","Maryland","24510060200","Baltimore city, MD - 24510060200","2020","15.8%","","(13.1% - 19.1%)","13.1%","19.1%",
"24","Maryland","24510060300","Baltimore city, MD - 24510060300","2020","12.1%","","(10.4% - 14.0%)","10.4%","14.0%",
"24","Maryland","24510060400","Baltimore city, MD - 24510060400","2020","9.6%","","(8.0% - 11.7%)","8.0%","11.7%",
"24","Maryland","24510070100","Baltimore city, MD - 24510070100","2020","19.8%","","(16.2% - 23.5%)","16.2%","23.5%",
"24","Maryland","24510070200","Baltimore city, MD - 24510070200","2020","19.9%","","(16.5% - 23.4%)","16.5%","23.4%",
"24","Maryland","24510070300","Baltimore city, MD - 24510070300","2020","18.1%","","(15.1% - 21.5%)","15.1%","21.5%",
"24","Maryland","24510070400","Baltimore city, MD - 24510070400","2020","15.6%","","(11.7% - 19.8%)","11.7%","19.8%",
"24","Maryland","24510080101","Baltimore city, MD - 24510080101","2020","11.9%","","(9.7% - 14.6%)","9.7%","14.6%",
"24","Maryland","24510080102","Baltimore city, MD - 24510080102","2020","19.2%","","(16.0% - 22.6%)","16.0%","22.6%",
"24","Maryland","24510080200","Baltimore city, MD - 24510080200","2020","18.1%","","(14.5% - 21.9%)","14.5%","21.9%",
"24","Maryland","24510080301","Baltimore city, MD - 24510080301","2020","18.5%","","(15.5% - 21.9%)","15.5%","21.9%",
"24","Maryland","24510080302","Baltimore city, MD - 24510080302","2020","14.9%","","(12.1% - 18.0%)","12.1%","18.0%",
"24","Maryland","24510080400","Baltimore city, MD - 24510080400","2020","17.7%","","(14.3% - 21.3%)","14.3%","21.3%",
"24","Maryland","24510080500","Baltimore city, MD - 24510080500","2020","18.7%","","(15.3% - 22.1%)","15.3%","22.1%",
"24","Maryland","24510080600","Baltimore city, MD - 24510080600","2020","15.8%","","(12.5% - 19.5%)","12.5%","19.5%",
"24","Maryland","24510080700","Baltimore city, MD - 24510080700","2020","13.3%","","(10.0% - 17.2%)","10.0%","17.2%",
"24","Maryland","24510080800","Baltimore city, MD - 24510080800","2020","16.7%","","(14.0% - 19.5%)","14.0%","19.5%",
"24","Maryland","24510090100","Baltimore city, MD - 24510090100","2020","14.4%","","(11.7% - 17.1%)","11.7%","17.1%",
"24","Maryland","24510090200","Baltimore city, MD - 24510090200","2020","10.8%","","(8.4% - 13.3%)","8.4%","13.3%",
"24","Maryland","24510090300","Baltimore city, MD - 24510090300","2020","12.8%","","(10.2% - 15.6%)","10.2%","15.6%",
"24","Maryland","24510090400","Baltimore city, MD - 24510090400","2020","17.2%","","(13.7% - 20.7%)","13.7%","20.7%",
"24","Maryland","24510090500","Baltimore city, MD - 24510090500","2020","13.9%","","(11.7% - 16.4%)","11.7%","16.4%",
"24","Maryland","24510090600","Baltimore city, MD - 24510090600","2020","19.2%","","(16.1% - 22.9%)","16.1%","22.9%",
"24","Maryland","24510090700","Baltimore city, MD - 24510090700","2020","17.2%","","(14.0% - 20.3%)","14.0%","20.3%",
"24","Maryland","24510090800","Baltimore city, MD - 24510090800","2020","19.6%","","(15.7% - 23.6%)","15.7%","23.6%",
"24","Maryland","24510090900","Baltimore city, MD - 24510090900","2020","17.6%","","(15.4% - 19.9%)","15.4%","19.9%",
"24","Maryland","24510100100","Baltimore city, MD - 24510100100","2020","18.3%","","(15.6% - 21.1%)","15.6%","21.1%",
"24","Maryland","24510100200","Baltimore city, MD - 24510100200","2020","22.5%","","(19.5% - 25.8%)","19.5%","25.8%",
"24","Maryland","24510100300","Baltimore city, MD - 24510100300","2020","26.0%","","(20.8% - 31.6%)","20.8%","31.6%",
"24","Maryland","24510110100","Baltimore city, MD - 24510110100","2020","7.1%","","(6.1% - 8.9%)","6.1%","8.9%",
"24","Maryland","24510110200","Baltimore city, MD - 24510110200","2020","8.9%","","(7.5% - 10.9%)","7.5%","10.9%",
"24","Maryland","24510120100","Baltimore city, MD - 24510120100","2020","6.6%","","(5.8% - 7.6%)","5.8%","7.6%",
"24","Maryland","24510120201","Baltimore city, MD - 24510120201","2020","7.2%","","(6.0% - 8.8%)","6.0%","8.8%",
"24","Maryland","24510120202","Baltimore city, MD - 24510120202","2020","9.7%","","(7.7% - 12.8%)","7.7%","12.8%",
"24","Maryland","24510120300","Baltimore city, MD - 24510120300","2020","10.6%","","(8.6% - 12.9%)","8.6%","12.9%",
"24","Maryland","24510120400","Baltimore city, MD - 24510120400","2020","14.1%","","(11.3% - 17.3%)","11.3%","17.3%",
"24","Maryland","24510120500","Baltimore city, MD - 24510120500","2020","11.6%","","(9.4% - 14.2%)","9.4%","14.2%",
"24","Maryland","24510120600","Baltimore city, MD - 24510120600","2020","13.0%","","(10.6% - 15.7%)","10.6%","15.7%",
"24","Maryland","24510120700","Baltimore city, MD - 24510120700","2020","10.9%","","(9.1% - 13.2%)","9.1%","13.2%",
"24","Maryland","24510130100","Baltimore city, MD - 24510130100","2020","13.7%","","(10.7% - 17.0%)","10.7%","17.0%",
"24","Maryland","24510130200","Baltimore city, MD - 24510130200","2020","13.2%","","(10.5% - 16.5%)","10.5%","16.5%",
"24","Maryland","24510130300","Baltimore city, MD - 24510130300","2020","16.0%","","(12.6% - 19.6%)","12.6%","19.6%",
"24","Maryland","24510130400","Baltimore city, MD - 24510130400","2020","16.7%","","(13.6% - 20.2%)","13.6%","20.2%",
"24","Maryland","24510130600","Baltimore city, MD - 24510130600","2020","7.2%","","(5.4% - 10.3%)","5.4%","10.3%",
"24","Maryland","24510130700","Baltimore city, MD - 24510130700","2020","7.9%","","(6.2% - 10.3%)","6.2%","10.3%",
"24","Maryland","24510130803","Baltimore city, MD - 24510130803","2020","9.3%","","(7.4% - 11.5%)","7.4%","11.5%",
"24","Maryland","24510130804","Baltimore city, MD - 24510130804","2020","9.6%","","(7.2% - 12.3%)","7.2%","12.3%",
"24","Maryland","24510130805","Baltimore city, MD - 24510130805","2020","10.8%","","(8.9% - 13.1%)","8.9%","13.1%",
"24","Maryland","24510130806","Baltimore city, MD - 24510130806","2020","9.8%","","(7.6% - 12.6%)","7.6%","12.6%",
"24","Maryland","24510140100","Baltimore city, MD - 24510140100","2020","9.6%","","(7.8% - 12.5%)","7.8%","12.5%",
"24","Maryland","24510140200","Baltimore city, MD - 24510140200","2020","19.7%","","(16.5% - 23.9%)","16.5%","23.9%",
"24","Maryland","24510140300","Baltimore city, MD - 24510140300","2020","14.7%","","(11.8% - 18.0%)","11.8%","18.0%",
"24","Maryland","24510150100","Baltimore city, MD - 24510150100","2020","19.6%","","(16.3% - 23.3%)","16.3%","23.3%",
"24","Maryland","24510150200","Baltimore city, MD - 24510150200","2020","20.0%","","(16.4% - 23.7%)","16.4%","23.7%",
"24","Maryland","24510150300","Baltimore city, MD - 24510150300","2020","17.0%","","(14.4% - 19.6%)","14.4%","19.6%",
"24","Maryland","24510150400","Baltimore city, MD - 24510150400","2020","16.5%","","(13.6% - 19.9%)","13.6%","19.9%",
"24","Maryland","24510150500","Baltimore city, MD - 24510150500","2020","17.9%","","(14.4% - 21.8%)","14.4%","21.8%",
"24","Maryland","24510150600","Baltimore city, MD - 24510150600","2020","16.7%","","(13.9% - 19.8%)","13.9%","19.8%",
"24","Maryland","24510150701","Baltimore city, MD - 24510150701","2020","13.0%","","(10.6% - 15.8%)","10.6%","15.8%",
"24","Maryland","24510150702","Baltimore city, MD - 24510150702","2020","13.7%","","(10.5% - 17.1%)","10.5%","17.1%",
"24","Maryland","24510150800","Baltimore city, MD - 24510150800","2020","15.5%","","(12.7% - 18.7%)","12.7%","18.7%",
"24","Maryland","24510150900","Baltimore city, MD - 24510150900","2020","12.9%","","(10.1% - 16.0%)","10.1%","16.0%",
"24","Maryland","24510151000","Baltimore city, MD - 24510151000","2020","14.6%","","(12.4% - 17.2%)","12.4%","17.2%",
"24","Maryland","24510151100","Baltimore city, MD - 24510151100","2020","13.3%","","(10.5% - 16.2%)","10.5%","16.2%",
"24","Maryland","24510151200","Baltimore city, MD - 24510151200","2020","16.6%","","(13.7% - 19.8%)","13.7%","19.8%",
"24","Maryland","24510151300","Baltimore city, MD - 24510151300","2020","18.9%","","(15.1% - 23.0%)","15.1%","23.0%",
"24","Maryland","24510160100","Baltimore city, MD - 24510160100","2020","18.6%","","(15.8% - 21.5%)","15.8%","21.5%",
"24","Maryland","24510160200","Baltimore city, MD - 24510160200","2020","19.7%","","(16.7% - 23.0%)","16.7%","23.0%",
"24","Maryland","24510160300","Baltimore city, MD - 24510160300","2020","22.7%","","(19.4% - 26.3%)","19.4%","26.3%",
"24","Maryland","24510160400","Baltimore city, MD - 24510160400","2020","19.7%","","(16.5% - 23.1%)","16.5%","23.1%",
"24","Maryland","24510160500","Baltimore city, MD - 24510160500","2020","17.2%","","(14.8% - 19.7%)","14.8%","19.7%",
"24","Maryland","24510160600","Baltimore city, MD - 24510160600","2020","15.1%","","(12.9% - 17.7%)","12.9%","17.7%",
"24","Maryland","24510160700","Baltimore city, MD - 24510160700","2020","17.4%","","(14.1% - 20.9%)","14.1%","20.9%",
"24","Maryland","24510160801","Baltimore city, MD - 24510160801","2020","13.8%","","(11.1% - 16.6%)","11.1%","16.6%",
"24","Maryland","24510160802","Baltimore city, MD - 24510160802","2020","15.1%","","(12.3% - 18.1%)","12.3%","18.1%",
"24","Maryland","24510170100","Baltimore city, MD - 24510170100","2020","13.3%","","(10.8% - 16.1%)","10.8%","16.1%",
"24","Maryland","24510170200","Baltimore city, MD - 24510170200","2020","20.1%","","(17.6% - 22.5%)","17.6%","22.5%",
"24","Maryland","24510170300","Baltimore city, MD - 24510170300","2020","16.9%","","(13.9% - 20.2%)","13.9%","20.2%",
"24","Maryland","24510180100","Baltimore city, MD - 24510180100","2020","23.0%","","(20.0% - 26.4%)","20.0%","26.4%",
"24","Maryland","24510180200","Baltimore city, MD - 24510180200","2020","16.8%","","(13.0% - 20.7%)","13.0%","20.7%",
"24","Maryland","24510180300","Baltimore city, MD - 24510180300","2020","12.8%","","(11.0% - 14.7%)","11.0%","14.7%",
"24","Maryland","24510190100","Baltimore city, MD - 24510190100","2020","22.7%","","(19.1% - 26.3%)","19.1%","26.3%",
"24","Maryland","24510190200","Baltimore city, MD - 24510190200","2020","15.3%","","(12.9% - 18.0%)","12.9%","18.0%",
"24","Maryland","24510190300","Baltimore city, MD - 24510190300","2020","22.7%","","(20.2% - 25.1%)","20.2%","25.1%",
"24","Maryland","24510200100","Baltimore city, MD - 24510200100","2020","19.5%","","(16.4% - 23.1%)","16.4%","23.1%",
"24","Maryland","24510200200","Baltimore city, MD - 24510200200","2020","17.7%","","(14.3% - 21.4%)","14.3%","21.4%",
"24","Maryland","24510200300","Baltimore city, MD - 24510200300","2020","20.1%","","(17.3% - 22.9%)","17.3%","22.9%",
"24","Maryland","24510200400","Baltimore city, MD - 24510200400","2020","20.2%","","(16.9% - 23.7%)","16.9%","23.7%",
"24","Maryland","24510200500","Baltimore city, MD - 24510200500","2020","19.8%","","(17.1% - 22.3%)","17.1%","22.3%",
"24","Maryland","24510200600","Baltimore city, MD - 24510200600","2020","15.2%","","(13.5% - 17.0%)","13.5%","17.0%",
"24","Maryland","24510200701","Baltimore city, MD - 24510200701","2020","16.3%","","(13.2% - 19.9%)","13.2%","19.9%",
