"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",
"24","Maryland","24510030100","Baltimore city, MD - 24510030100","2020","60","",
"24","Maryland","24510030200","Baltimore city, MD - 24510030200","2020","191","",
"24","Maryland","24510040100","Baltimore city, MD - 24510040100","2020","366","",
"24","Maryland","24510040200","Baltimore city, MD - 24510040200","2020","59","",
"24","Maryland","24510060100","Baltimore city, MD - 24510060100","2020","227","",
"24","Maryland","24510060200","Baltimore city, MD - 24510060200","2020","125","",
"24","Maryland","24510060300","Baltimore city, MD - 24510060300","2020","45","",
"24","Maryland","24510060400","Baltimore city, MD - 24510060400","2020","55","",
"24","Maryland","24510070100","Baltimore city, MD - 24510070100","2020","90","",
"24","Maryland","24510070200","Baltimore city, MD - 24510070200","2020","330","",
"24","Maryland","24510070300","Baltimore city, MD - 24510070300","2020","46","",
"24","Maryland","24510070400","Baltimore city, MD - 24510070400","2020","107","",
"24","Maryland","24510080101","Baltimore city, MD - 24510080101","2020","100","",
"24","Maryland","24510080102","Baltimore city, MD - 24510080102","2020","5","",
"24","Maryland","24510080200","Baltimore city, MD - 24510080200","2020","0","",
"24","Maryland","24510080301","Baltimore city, MD - 24510080301","2020","77","",
"24","Maryland","24510080302","Baltimore city, MD - 24510080302","2020","73","",
"24","Maryland","24510080400","Baltimore city, MD - 24510080400","2020","0","",
"24","Maryland","24510080500","Baltimore city, MD - 24510080500","2020","26","",
"24","Maryland","24510080600","Baltimore city, MD - 24510080600","2020","18","",
"24","Maryland","24510080700","Baltimore city, MD - 24510080700","2020","16","",
"24","Maryland","24510080800","Baltimore city, MD - 24510080800","2020","3","",
"24","Maryland","24510090100","Baltimore city, MD - 24510090100","2020","139","",
"24","Maryland","24510090200","Baltimore city, MD - 24510090200","2020","64","",
"24","Maryland","24510090300","Baltimore city, MD - 24510090300","2020","92","",
"24","Maryland","24510090400","Baltimore city, MD - 24510090400","2020","72","",
"24","Maryland","24510090500","Baltimore city, MD - 24510090500","2020","19","",
"24","Maryland","24510090600","Baltimore city, MD - 24510090600","2020","0","",
"24","Maryland","24510090700","Baltimore city, MD - 24510090700","2020","0","",
"24","Maryland","24510090800","Baltimore city, MD - 24510090800","2020","28","",
"24","Maryland","24510090900","Baltimore city, MD - 24510090900","2020","13","",
"24","Maryland","24510100100","Baltimore city, MD - 24510100100","2020","90","",
"24","Maryland","24510100200","Baltimore city, MD - 24510100200","2020","72","",
"24","Maryland","24510100300","Baltimore city, MD - 24510100300","2020","86","",
"24","Maryland","24510110100","Baltimore city, MD - 24510110100","2020","42","",
"24","Maryland","24510110200","Baltimore city, MD - 24510110200","2020","55","",
"24","Maryland","24510120100","Baltimore city, MD - 24510120100","2020","373","",
"24","Maryland","24510120201","Baltimore city, MD - 24510120201","2020","35","",
"24","Maryland","24510120202","Baltimore city, MD - 24510120202","2020","215","",
"24","Maryland","24510120300","Baltimore city, MD - 24510120300","2020","59","",
"24","Maryland","24510120400","Baltimore city, MD - 24510120400","2020","0","",
"24","Maryland","24510120500","Baltimore city, MD - 24510120500","2020","23","",
"24","Maryland","24510120600","Baltimore city, MD - 24510120600","2020","66","",
"24","Maryland","24510120700","Baltimore city, MD - 24510120700","2020","42","",
"24","Maryland","24510130100","Baltimore city, MD - 24510130100","2020","18","",
"24","Maryland","24510130200","Baltimore city, MD - 24510130200","2020","61","",
"24","Maryland","24510130300","Baltimore city, MD - 24510130300","2020","86","",
"24","Maryland","24510130400","Baltimore city, MD - 24510130400","2020","51","",
"24","Maryland","24510130600","Baltimore city, MD - 24510130600","2020","95","",
"24","Maryland","24510130700","Baltimore city, MD - 24510130700","2020","132","",
"24","Maryland","24510130803","Baltimore city, MD - 24510130803","2020","114","",
"24","Maryland","24510130804","Baltimore city, MD - 24510130804","2020","44","",
"24","Maryland","24510130805","Baltimore city, MD - 24510130805","2020","16","",
"24","Maryland","24510130806","Baltimore city, MD - 24510130806","2020","17","",
"24","Maryland","24510140100","Baltimore city, MD - 24510140100","2020","202","",
"24","Maryland","24510140200","Baltimore city, MD - 24510140200","2020","157","",
"24","Maryland","24510140300","Baltimore city, MD - 24510140300","2020","13","",
"24","Maryland","24510150100","Baltimore city, MD - 24510150100","2020","0","",
"24","Maryland","24510150200","Baltimore city, MD - 24510150200","2020","0","",
"24","Maryland","24510150300","Baltimore city, MD - 24510150300","2020","81","",
"24","Maryland","24510150400","Baltimore city, MD - 24510150400","2020","48","",
"24","Maryland","24510150500","Baltimore city, MD - 24510150500","2020","4","",
"24","Maryland","24510150600","Baltimore city, MD - 24510150600","2020","0","",
"24","Maryland","24510150701","Baltimore city, MD - 24510150701","2020","34","",
"24","Maryland","24510150702","Baltimore city, MD - 24510150702","2020","0","",
"24","Maryland","24510150800","Baltimore city, MD - 24510150800","2020","0","",
"24","Maryland","24510150900","Baltimore city, MD - 24510150900","2020","0","",
"24","Maryland","24510151000","Baltimore city, MD - 24510151000","2020","104","",
"24","Maryland","24510151100","Baltimore city, MD - 24510151100","2020","173","",
"24","Maryland","24510151200","Baltimore city, MD - 24510151200","2020","32","",
"24","Maryland","24510151300","Baltimore city, MD - 24510151300","2020","185","",
"24","Maryland","24510160100","Baltimore city, MD - 24510160100","2020","104","",
"24","Maryland","24510160200","Baltimore city, MD - 24510160200","2020","61","",
"24","Maryland","24510160300","Baltimore city, MD - 24510160300","2020","18","",
"24","Maryland","24510160400","Baltimore city, MD - 24510160400","2020","21","",
"24","Maryland","24510160500","Baltimore city, MD - 24510160500","2020","0","",
"24","Maryland","24510160600","Baltimore city, MD - 24510160600","2020","9","",
"24","Maryland","24510160700","Baltimore city, MD - 24510160700","2020","13","",
"24","Maryland","24510160801","Baltimore city, MD - 24510160801","2020","33","",
"24","Maryland","24510160802","Baltimore city, MD - 24510160802","2020","0","",
"24","Maryland","24510170100","Baltimore city, MD - 24510170100","2020","12","",
"24","Maryland","24510170200","Baltimore city, MD - 24510170200","2020","8","",
"24","Maryland","24510170300","Baltimore city, MD - 24510170300","2020","32","",
"24","Maryland","24510180300","Baltimore city, MD - 24510180300","2020","28","",
"24","Maryland","24510190100","Baltimore city, MD - 24510190100","2020","168","",
"24","Maryland","24510190200","Baltimore city, MD - 24510190200","2020","14","",
"24","Maryland","24510190300","Baltimore city, MD - 24510190300","2020","84","",
"24","Maryland","24510200100","Baltimore city, MD - 24510200100","2020","0","",
"24","Maryland","24510200200","Baltimore city, MD - 24510200200","2020","0","",
"24","Maryland","24510200300","Baltimore city, MD - 24510200300","2020","18","",
"24","Maryland","24510200400","Baltimore city, MD - 24510200400","2020","4","",
"24","Maryland","24510200500","Baltimore city, MD - 24510200500","2020","364","",
"24","Maryland","24510200600","Baltimore city, MD - 24510200600","2020","20","",
"24","Maryland","24510200701","Baltimore city, MD - 24510200701","2020","22","",
"24","Maryland","24510200702","Baltimore city, MD - 24510200702","2020","0","",
"24","Maryland","24510200800","Baltimore city, MD - 24510200800","2020","31","",
"24","Maryland","24510210100","Baltimore city, MD - 24510210100","2020","41","",
"24","Maryland","24510210200","Baltimore city, MD - 24510210200","2020","313","",
"24","Maryland","24510220100","Baltimore city, MD - 24510220100","2020","100","",
"24","Maryland","24510230100","Baltimore city, MD - 24510230100","2020","41","",
"24","Maryland","24510230200","Baltimore city, MD - 24510230200","2020","8","",
"24","Maryland","24510230300","Baltimore city, MD - 24510230300","2020","8","",
"24","Maryland","24510240100","Baltimore city, MD - 24510240100","2020","29","",
"24","Maryland","24510240200","Baltimore city, MD - 24510240200","2020","45","",
"24","Maryland","24510240300","Baltimore city, MD - 24510240300","2020","0","",
"24","Maryland","24510240400","Baltimore city, MD - 24510240400","2020","7","",
"24","Maryland","24510250101","Baltimore city, MD - 24510250101","2020","29","",
"24","Maryland","24510250102","Baltimore city, MD - 24510250102","2020","133","",
"24","Maryland","24510250103","Baltimore city, MD - 24510250103","2020","79","",
"24","Maryland","24510250203","Baltimore city, MD - 24510250203","2020","0","",
"24","Maryland","24510250204","Baltimore city, MD - 24510250204","2020","0","",
"24","Maryland","24510250205","Baltimore city, MD - 24510250205","2020","517","",
"24","Maryland","24510250206","Baltimore city, MD - 24510250206","2020","94","",
"24","Maryland","24510250207","Baltimore city, MD - 24510250207","2020","255","",
"24","Maryland","24510250301","Baltimore city, MD - 24510250301","2020","68","",
"24","Maryland","24510250303","Baltimore city, MD - 24510250303","2020","121","",
"24","Maryland","24510250401","Baltimore city, MD - 24510250401","2020","431","",
"24","Maryland","24510250402","Baltimore city, MD - 24510250402","2020","159","",
"24","Maryland","24510250500","Baltimore city, MD - 24510250500","2020","86","",
"24","Maryland","24510250600","Baltimore city, MD - 24510250600","2020","Zero Population","",
"24","Maryland","24510260101","Baltimore city, MD - 24510260101","2020","91","",
"24","Maryland","24510260102","Baltimore city, MD - 24510260102","2020","100","",
"24","Maryland","24510260201","Baltimore city, MD - 24510260201","2020","502","",
"24","Maryland","24510260202","Baltimore city, MD - 24510260202","2020","760","",
"24","Maryland","24510260203","Baltimore city, MD - 24510260203","2020","107","",
"24","Maryland","24510260301","Baltimore city, MD - 24510260301","2020","0","",
"24","Maryland","24510260302","Baltimore city, MD - 24510260302","2020","89","",
"24","Maryland","24510260303","Baltimore city, MD - 24510260303","2020","41","",
"24","Maryland","24510260401","Baltimore city, MD - 24510260401","2020","604","",
"24","Maryland","24510260402","Baltimore city, MD - 24510260402","2020","127","",
"24","Maryland","24510260403","Baltimore city, MD - 24510260403","2020","0","",
"24","Maryland","24510260404","Baltimore city, MD - 24510260404","2020","470","",
"24","Maryland","24510260501","Baltimore city, MD - 24510260501","2020","1,061","",
"24","Maryland","24510260604","Baltimore city, MD - 24510260604","2020","43","",
"24","Maryland","24510260605","Baltimore city, MD - 24510260605","2020","487","",
"24","Maryland","24510260700","Baltimore city, MD - 24510260700","2020","573","",
"24","Maryland","24510260800","Baltimore city, MD - 24510260800","2020","472","",
"24","Maryland","24510260900","Baltimore city, MD - 24510260900","2020","20","",
"24","Maryland","24510261000","Baltimore city, MD - 24510261000","2020","257","",
"24","Maryland","24510261100","Baltimore city, MD - 24510261100","2020","0","",
"24","Maryland","24510270101","Baltimore city, MD - 24510270101","2020","0","",
"24","Maryland","24510270102","Baltimore city, MD - 24510270102","2020","79","",
"24","Maryland","24510270200","Baltimore city, MD - 24510270200","2020","47","",
"24","Maryland","24510270301","Baltimore city, MD - 24510270301","2020","142","",
"24","Maryland","24510270302","Baltimore city, MD - 24510270302","2020","32","",
"24","Maryland","24510270401","Baltimore city, MD - 24510270401","2020","24","",
"24","Maryland","24510270402","Baltimore city, MD - 24510270402","2020","31","",
"24","Maryland","24510270501","Baltimore city, MD - 24510270501","2020","86","",
"24","Maryland","24510270502","Baltimore city, MD - 24510270502","2020","17","",
"24","Maryland","24510270600","Baltimore city, MD - 24510270600","2020","53","",
"24","Maryland","24510270701","Baltimore city, MD - 24510270701","2020","110","",
"24","Maryland","24510270702","Baltimore city, MD - 24510270702","2020","90","",
"24","Maryland","24510270703","Baltimore city, MD - 24510270703","2020","126","",
"24","Maryland","24510270801","Baltimore city, MD - 24510270801","2020","84","",
"24","Maryland","24510270802","Baltimore city, MD - 24510270802","2020","91","",
"24","Maryland","24510270803","Baltimore city, MD - 24510270803","2020","335","",
"24","Maryland","24510270804","Baltimore city, MD - 24510270804","2020","331","",
"24","Maryland","24510270805","Baltimore city, MD - 24510270805","2020","91","",
"24","Maryland","24510270901","Baltimore city, MD - 24510270901","2020","10","",
"24","Maryland","24510270902","Baltimore city, MD - 24510270902","2020","8","",
"24","Maryland","24510270903","Baltimore city, MD - 24510270903","2020","149","",
"24","Maryland","24510271001","Baltimore city, MD - 24510271001","2020","171","",
"24","Maryland","24510271002","Baltimore city, MD - 24510271002","2020","115","",
"24","Maryland","24510271101","Baltimore city, MD - 24510271101","2020","82","",
"24","Maryland","24510271102","Baltimore city, MD - 24510271102","2020","148","",
"24","Maryland","24510271200","Baltimore city, MD - 24510271200","2020","59","",
"24","Maryland","24510271300","Baltimore city, MD - 24510271300","2020","72","",
"24","Maryland","24510271400","Baltimore city, MD - 24510271400","2020","130","",
"24","Maryland","24510271501","Baltimore city, MD - 24510271501","2020","47","",
"24","Maryland","24510271503","Baltimore city, MD - 24510271503","2020","39","",
"24","Maryland","24510271600","Baltimore city, MD - 24510271600","2020","67","",
"24","Maryland","24510271700","Baltimore city, MD - 24510271700","2020","40","",
"24","Maryland","24510271801","Baltimore city, MD - 24510271801","2020","65","",
"24","Maryland","24510271802","Baltimore city, MD - 24510271802","2020","5","",
"24","Maryland","24510271900","Baltimore city, MD - 24510271900","2020","80","",
"24","Maryland","24510272003","Baltimore city, MD - 24510272003","2020","134","",
"24","Maryland","24510272004","Baltimore city, MD - 24510272004","2020","115","",
"24","Maryland","24510272005","Baltimore city, MD - 24510272005","2020","90","",
"24","Maryland","24510272006","Baltimore city, MD - 24510272006","2020","231","",
"24","Maryland","24510272007","Baltimore city, MD - 24510272007","2020","267","",
"24","Maryland","24510280101","Baltimore city, MD - 24510280101","2020","30","",
"24","Maryland","24510280102","Baltimore city, MD - 24510280102","2020","66","",
"24","Maryland","24510280200","Baltimore city, MD - 24510280200","2020","21","",
"24","Maryland","24510280301","Baltimore city, MD - 24510280301","2020","66","",
"24","Maryland","24510280302","Baltimore city, MD - 24510280302","2020","29","",
"24","Maryland","24510280401","Baltimore city, MD - 24510280401","2020","0","",
"24","Maryland","24510280402","Baltimore city, MD - 24510280402","2020","0","",
"24","Maryland","24510280403","Baltimore city, MD - 24510280403","2020","0","",
"24","Maryland","24510280404","Baltimore city, MD - 24510280404","2020","43","",
"24","Maryland","24510280500","Baltimore city, MD - 24510280500","2020","36","",
"24","Maryland","24510280600","Baltimore city, MD - 24510280600","2020","4","",
"24","Maryland","24009860103","Calvert County, MD - 24009860103","2020","77","",
"24","Maryland","24009860200","Calvert County, MD - 24009860200","2020","57","",
"24","Maryland","24009860300","Calvert County, MD - 24009860300","2020","50","",
"24","Maryland","24009860402","Calvert County, MD - 24009860402","2020","62","",
"24","Maryland","24009860403","Calvert County, MD - 24009860403","2020","38","",
"24","Maryland","24009860404","Calvert County, MD - 24009860404","2020","83","",
"24","Maryland","24009860501","Calvert County, MD - 24009860501","2020","149","",
"24","Maryland","24009860502","Calvert County, MD - 24009860502","2020","9","",
"24","Maryland","24009860600","Calvert County, MD - 24009860600","2020","64","",
"24","Maryland","24009860701","Calvert County, MD - 24009860701","2020","67","",
"24","Maryland","24009860702","Calvert County, MD - 24009860702","2020","45","",
"24","Maryland","24009860703","Calvert County, MD - 24009860703","2020","43","",
"24","Maryland","24009860801","Calvert County, MD - 24009860801","2020","0","",
"24","Maryland","24009860901","Calvert County, MD - 24009860901","2020","28","",
"24","Maryland","24009860902","Calvert County, MD - 24009860902","2020","53","",
"24","Maryland","24009861003","Calvert County, MD - 24009861003","2020","21","",
"24","Maryland","24009861004","Calvert County, MD - 24009861004","2020","11","",
"24","Maryland","24009861100","Calvert County, MD - 24009861100","2020","38","",
"24","Maryland","24009990100","Calvert County, MD - 24009990100","2020","Zero Population","",
"24","Maryland","24011955000","Caroline County, MD - 24011955000","2020","559","",
"24","Maryland","24011955100","Caroline County, MD - 24011955100","2020","293","",
"24","Maryland","24011955201","Caroline County, MD - 24011955201","2020","82","",
"24","Maryland","24011955202","Caroline County, MD - 24011955202","2020","0","",
"24","Maryland","24011955301","Caroline County, MD - 24011955301","2020","27","",
"24","Maryland","24011955302","Caroline County, MD - 24011955302","2020","80","",
"24","Maryland","24011955400","Caroline County, MD - 24011955400","2020","4","",
"24","Maryland","24011955500","Caroline County, MD - 24011955500","2020","108","",
"24","Maryland","24011955600","Caroline County, MD - 24011955600","2020","116","",
"24","Maryland","24013501001","Carroll County, MD - 24013501001","2020","44","",
"24","Maryland","24013501002","Carroll County, MD - 24013501002","2020","0","",
"24","Maryland","24013502000","Carroll County, MD - 24013502000","2020","50","",
"24","Maryland","24013503000","Carroll County, MD - 24013503000","2020","31","",
"24","Maryland","24013504100","Carroll County, MD - 24013504100","2020","110","",
"24","Maryland","24013504201","Carroll County, MD - 24013504201","2020","90","",
"24","Maryland","24013504202","Carroll County, MD - 24013504202","2020","85","",
"24","Maryland","24013505101","Carroll County, MD - 24013505101","2020","11","",
"24","Maryland","24013505102","Carroll County, MD - 24013505102","2020","93","",
"24","Maryland","24013505203","Carroll County, MD - 24013505203","2020","122","",
"24","Maryland","24013505205","Carroll County, MD - 24013505205","2020","72","",
"24","Maryland","24013505206","Carroll County, MD - 24013505206","2020","62","",
"24","Maryland","24013505207","Carroll County, MD - 24013505207","2020","132","",
"24","Maryland","24013505208","Carroll County, MD - 24013505208","2020","12","",
"24","Maryland","24013506101","Carroll County, MD - 24013506101","2020","16","",
"24","Maryland","24013506102","Carroll County, MD - 24013506102","2020","33","",
"24","Maryland","24013506200","Carroll County, MD - 24013506200","2020","35","",
"24","Maryland","24013507500","Carroll County, MD - 24013507500","2020","56","",
"24","Maryland","24013507601","Carroll County, MD - 24013507601","2020","187","",
"24","Maryland","24013507602","Carroll County, MD - 24013507602","2020","132","",
"24","Maryland","24013507702","Carroll County, MD - 24013507702","2020","80","",
"24","Maryland","24013507703","Carroll County, MD - 24013507703","2020","74","",
"24","Maryland","24013507704","Carroll County, MD - 24013507704","2020","189","",
"24","Maryland","24013507801","Carroll County, MD - 24013507801","2020","37","",
"24","Maryland","24013507802","Carroll County, MD - 24013507802","2020","65","",
"24","Maryland","24013508103","Carroll County, MD - 24013508103","2020","124","",
"24","Maryland","24013508200","Carroll County, MD - 24013508200","2020","73","",
"24","Maryland","24013509001","Carroll County, MD - 24013509001","2020","11","",
"24","Maryland","24013509002","Carroll County, MD - 24013509002","2020","0","",
"24","Maryland","24013510000","Carroll County, MD - 24013510000","2020","0","",
"24","Maryland","24013511000","Carroll County, MD - 24013511000","2020","3","",
"24","Maryland","24013512000","Carroll County, MD - 24013512000","2020","15","",
"24","Maryland","24013513001","Carroll County, MD - 24013513001","2020","112","",
"24","Maryland","24013513002","Carroll County, MD - 24013513002","2020","131","",
"24","Maryland","24013514100","Carroll County, MD - 24013514100","2020","7","",
"24","Maryland","24013514201","Carroll County, MD - 24013514201","2020","51","",
"24","Maryland","24013514202","Carroll County, MD - 24013514202","2020","40","",
"24","Maryland","24015030100","Cecil County, MD - 24015030100","2020","24","",
"24","Maryland","24015030200","Cecil County, MD - 24015030200","2020","309","",
"24","Maryland","24015030400","Cecil County, MD - 24015030400","2020","208","",
"24","Maryland","24015030501","Cecil County, MD - 24015030501","2020","53","",
"24","Maryland","24015030503","Cecil County, MD - 24015030503","2020","146","",
"24","Maryland","24015030505","Cecil County, MD - 24015030505","2020","41","",
"24","Maryland","24015030507","Cecil County, MD - 24015030507","2020","219","",
"24","Maryland","24015030508","Cecil County, MD - 24015030508","2020","513","",
"24","Maryland","24015030601","Cecil County, MD - 24015030601","2020","8","",
"24","Maryland","24015030602","Cecil County, MD - 24015030602","2020","102","",
"24","Maryland","24015030700","Cecil County, MD - 24015030700","2020","63","",
"24","Maryland","24015030903","Cecil County, MD - 24015030903","2020","93","",
"24","Maryland","24015030904","Cecil County, MD - 24015030904","2020","55","",
"24","Maryland","24015030905","Cecil County, MD - 24015030905","2020","5","",
"24","Maryland","24015030907","Cecil County, MD - 24015030907","2020","52","",
"24","Maryland","24015030908","Cecil County, MD - 24015030908","2020","56","",
"24","Maryland","24015031201","Cecil County, MD - 24015031201","2020","14","",
"24","Maryland","24015031202","Cecil County, MD - 24015031202","2020","48","",
"24","Maryland","24015031301","Cecil County, MD - 24015031301","2020","5","",
"24","Maryland","24015031302","Cecil County, MD - 24015031302","2020","262","",
"24","Maryland","24015031400","Cecil County, MD - 24015031400","2020","0","",
"24","Maryland","24017850101","Charles County, MD - 24017850101","2020","152","",
"24","Maryland","24017850102","Charles County, MD - 24017850102","2020","65","",
"24","Maryland","24017850201","Charles County, MD - 24017850201","2020","22","",
"24","Maryland","24017850202","Charles County, MD - 24017850202","2020","140","",
"24","Maryland","24017850300","Charles County, MD - 24017850300","2020","13","",
"24","Maryland","24017850400","Charles County, MD - 24017850400","2020","12","",
"24","Maryland","24017850500","Charles County, MD - 24017850500","2020","0","",
"24","Maryland","24017850600","Charles County, MD - 24017850600","2020","63","",
"24","Maryland","24017850706","Charles County, MD - 24017850706","2020","213","",
"24","Maryland","24017850708","Charles County, MD - 24017850708","2020","87","",
"24","Maryland","24017850709","Charles County, MD - 24017850709","2020","182","",
"24","Maryland","24017850710","Charles County, MD - 24017850710","2020","169","",
"24","Maryland","24017850711","Charles County, MD - 24017850711","2020","263","",
"24","Maryland","24017850712","Charles County, MD - 24017850712","2020","27","",
"24","Maryland","24017850713","Charles County, MD - 24017850713","2020","251","",
"24","Maryland","24017850801","Charles County, MD - 24017850801","2020","43","",
"24","Maryland","24017850802","Charles County, MD - 24017850802","2020","219","",
"24","Maryland","24017850901","Charles County, MD - 24017850901","2020","138","",
"24","Maryland","24017850902","Charles County, MD - 24017850902","2020","86","",
"24","Maryland","24017850904","Charles County, MD - 24017850904","2020","256","",
"24","Maryland","24017850905","Charles County, MD - 24017850905","2020","147","",
"24","Maryland","24017850906","Charles County, MD - 24017850906","2020","467","",
"24","Maryland","24017851001","Charles County, MD - 24017851001","2020","51","",
"24","Maryland","24017851003","Charles County, MD - 24017851003","2020","95","",
"24","Maryland","24017851004","Charles County, MD - 24017851004","2020","120","",
"24","Maryland","24017851100","Charles County, MD - 24017851100","2020","0","",
"24","Maryland","24017851200","Charles County, MD - 24017851200","2020","0","",
"24","Maryland","24017851301","Charles County, MD - 24017851301","2020","214","",
"24","Maryland","24017851302","Charles County, MD - 24017851302","2020","29","",
"24","Maryland","24017851401","Charles County, MD - 24017851401","2020","42","",
"24","Maryland","24017851402","Charles County, MD - 24017851402","2020","12","",
"24","Maryland","24017851403","Charles County, MD - 24017851403","2020","9","",
"24","Maryland","24017851501","Charles County, MD - 24017851501","2020","114","",
"24","Maryland","24017851502","Charles County, MD - 24017851502","2020","113","",
"24","Maryland","24017990000","Charles County, MD - 24017990000","2020","Zero Population","",
"24","Maryland","24019970100","Dorchester County, MD - 24019970100","2020","28","",
"24","Maryland","24019970200","Dorchester County, MD - 24019970200","2020","140","",
"24","Maryland","24019970300","Dorchester County, MD - 24019970300","2020","62","",
"24","Maryland","24019970400","Dorchester County, MD - 24019970400","2020","228","",
"24","Maryland","24019970500","Dorchester County, MD - 24019970500","2020","121","",
"24","Maryland","24019970600","Dorchester County, MD - 24019970600","2020","72","",
"24","Maryland","24019970702","Dorchester County, MD - 24019970702","2020","63","",
"24","Maryland","24019970804","Dorchester County, MD - 24019970804","2020","10","",
"24","Maryland","24019970900","Dorchester County, MD - 24019970900","2020","22","",
"24","Maryland","24019990000","Dorchester County, MD - 24019990000","2020","Zero Population","",
"24","Maryland","24021740200","Frederick County, MD - 24021740200","2020","110","",
"24","Maryland","24021750100","Frederick County, MD - 24021750100","2020","27","",
"24","Maryland","24021750200","Frederick County, MD - 24021750200","2020","19","",
"24","Maryland","24021750300","Frederick County, MD - 24021750300","2020","24","",
"24","Maryland","24021750504","Frederick County, MD - 24021750504","2020","348","",
"24","Maryland","24021750505","Frederick County, MD - 24021750505","2020","2,007","",
"24","Maryland","24021750506","Frederick County, MD - 24021750506","2020","687","",
"24","Maryland","24021750507","Frederick County, MD - 24021750507","2020","950","",
"24","Maryland","24021750508","Frederick County, MD - 24021750508","2020","234","",
"24","Maryland","24021750600","Frederick County, MD - 24021750600","2020","46","",
"24","Maryland","24021750701","Frederick County, MD - 24021750701","2020","322","",
"24","Maryland","24021750702","Frederick County, MD - 24021750702","2020","328","",
"24","Maryland","24021750801","Frederick County, MD - 24021750801","2020","168","",
"24","Maryland","24021750802","Frederick County, MD - 24021750802","2020","162","",
"24","Maryland","24021750804","Frederick County, MD - 24021750804","2020","92","",
"24","Maryland","24021750805","Frederick County, MD - 24021750805","2020","98","",
"24","Maryland","24021751001","Frederick County, MD - 24021751001","2020","40","",
"24","Maryland","24021751002","Frederick County, MD - 24021751002","2020","347","",
"24","Maryland","24021751003","Frederick County, MD - 24021751003","2020","404","",
"24","Maryland","24021751004","Frederick County, MD - 24021751004","2020","174","",
"24","Maryland","24021751201","Frederick County, MD - 24021751201","2020","247","",
"24","Maryland","24021751202","Frederick County, MD - 24021751202","2020","286","",
"24","Maryland","24021751203","Frederick County, MD - 24021751203","2020","0","",
"24","Maryland","24021751301","Frederick County, MD - 24021751301","2020","207","",
"24","Maryland","24021751302","Frederick County, MD - 24021751302","2020","38","",
"24","Maryland","24021751600","Frederick County, MD - 24021751600","2020","88","",
"24","Maryland","24021751701","Frederick County, MD - 24021751701","2020","44","",
"24","Maryland","24021751702","Frederick County, MD - 24021751702","2020","2","",
"24","Maryland","24021751801","Frederick County, MD - 24021751801","2020","11","",
"24","Maryland","24021751802","Frederick County, MD - 24021751802","2020","12","",
"24","Maryland","24021751902","Frederick County, MD - 24021751902","2020","30","",
"24","Maryland","24021751903","Frederick County, MD - 24021751903","2020","95","",
"24","Maryland","24021751904","Frederick County, MD - 24021751904","2020","67","",
"24","Maryland","24021751905","Frederick County, MD - 24021751905","2020","13","",
"24","Maryland","24021751906","Frederick County, MD - 24021751906","2020","0","",
"24","Maryland","24021752001","Frederick County, MD - 24021752001","2020","328","",
"24","Maryland","24021752101","Frederick County, MD - 24021752101","2020","143","",
"24","Maryland","24021752102","Frederick County, MD - 24021752102","2020","250","",
"24","Maryland","24021752201","Frederick County, MD - 24021752201","2020","33","",
"24","Maryland","24021752202","Frederick County, MD - 24021752202","2020","317","",
"24","Maryland","24021752205","Frederick County, MD - 24021752205","2020","354","",
"24","Maryland","24021752206","Frederick County, MD - 24021752206","2020","234","",
"24","Maryland","24021752301","Frederick County, MD - 24021752301","2020","593","",
"24","Maryland","24021752302","Frederick County, MD - 24021752302","2020","57","",
"24","Maryland","24021752303","Frederick County, MD - 24021752303","2020","70","",
"24","Maryland","24021752501","Frederick County, MD - 24021752501","2020","171","",
"24","Maryland","24021752502","Frederick County, MD - 24021752502","2020","25","",
"24","Maryland","24021752601","Frederick County, MD - 24021752601","2020","5","",
"24","Maryland","24021752602","Frederick County, MD - 24021752602","2020","11","",
"24","Maryland","24021752603","Frederick County, MD - 24021752603","2020","74","",
"24","Maryland","24021752801","Frederick County, MD - 24021752801","2020","18","",
"24","Maryland","24021752802","Frederick County, MD - 24021752802","2020","35","",
"24","Maryland","24021752900","Frederick County, MD - 24021752900","2020","5","",
"24","Maryland","24021753001","Frederick County, MD - 24021753001","2020","40","",
"24","Maryland","24021753002","Frederick County, MD - 24021753002","2020","46","",
"24","Maryland","24021765100","Frederick County, MD - 24021765100","2020","378","",
"24","Maryland","24021766800","Frederick County, MD - 24021766800","2020","74","",
"24","Maryland","24021767500","Frederick County, MD - 24021767500","2020","0","",
"24","Maryland","24021767600","Frederick County, MD - 24021767600","2020","7","",
"24","Maryland","24021770700","Frederick County, MD - 24021770700","2020","54","",
"24","Maryland","24021772200","Frederick County, MD - 24021772200","2020","0","",
"24","Maryland","24021773500","Frederick County, MD - 24021773500","2020","337","",
"24","Maryland","24021775302","Frederick County, MD - 24021775302","2020","46","",
"24","Maryland","24021775400","Frederick County, MD - 24021775400","2020","37","",
"24","Maryland","24021775600","Frederick County, MD - 24021775600","2020","48","",
"24","Maryland","24023000100","Garrett County, MD - 24023000100","2020","1","",
"24","Maryland","24023000200","Garrett County, MD - 24023000200","2020","73","",
"24","Maryland","24023000300","Garrett County, MD - 24023000300","2020","10","",
"24","Maryland","24023000400","Garrett County, MD - 24023000400","2020","15","",
"24","Maryland","24023000501","Garrett County, MD - 24023000501","2020","0","",
"24","Maryland","24023000502","Garrett County, MD - 24023000502","2020","0","",
